medication_id,ema_product_code,product_name,form,authorization_holder
397,,Abiraterona Eugia,Oral Use,Eugia Pharma (Malta) Limited
398,,Abiraterona Exeltis,Oral Use,Exeltis Healthcare S.L
399,,Abiraterona Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
400,,Abiraterona Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
401,,Abiraterona Generis,Oral Use,Eugia Pharma (Malta) Limited
402,,Abiraterona Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
403,,Abiraterona Kern Pharma,Oral Use,"Kern Pharma, S.L."
404,,Abiraterona Msn,Oral Use,Msn Labs Europe Limited
405,,Abirateronă Msn,Oral Use,Msn Labs Europe Limited
406,,Abiraterona Normon,Oral Use,"Laboratórios Normon, S.A."
407,,Abiraterona Normon,Oral Use,"Laboratorios Normon, S.A."
408,,Abiraterona Olpha,Oral,Olpha As
409,,Abiraterona Olpha,Oral Use,Olpha As
410,,Abirateronă Pharmazac,Oral Use,Pharmazac Sa
411,,Abiraterona Polisano,Oral Use,Vitema S.A.
412,,Abiraterona Qilu,Oral Use,Qilu Pharma Spain S.L.
413,,Abiraterona Sandoz,Oral Use,Sandoz Farmaceutica Lda.
414,,Abiraterona Sandoz,Oral Use,Sandoz Farmacêutica Lda.
415,,Abiraterona Sandoz,Oral Use,"Sandoz Farmacéutica, S.A."
416,,Abiraterona Stada,Oral Use,Stada Lda.
417,,Abiraterona Stada,Oral Use,"Laboratorio Stada, S.L."
418,,Abirateronä Stada,Oral Use,Stada M&d S.R.L.
419,,Abirateronă Sun,Oral Use,Sun Pharmaceutical Industries Europe B.V.
420,,Abiraterona Tarbis,Oral Use,"Tarbis Farma, S.L."
421,,Abiraterona Tecnigen,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
422,,Abiraterona Tecnigen,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
423,,Abiraterona Teva,Oral Use,Teva B.V
424,,Abiraterona Teva,Oral Use,Teva B.V
425,,Abirateronă Teva,Oral Use,Teva B.V
426,,Abiraterona Tronyl,Oral Use,"Laboratórios Basi – Indústria Farmacêutica, S.A."
427,,Abiraterona Vivanta,Oral Use,Vivanta Generics S.R.O
428,,Abiraterona Zentiva,Oral Use,"Zentiva Portugal, Lda"
429,,Abiraterona Zentiva,Oral Use,"Zentiva, K.S."
430,,Abirateronă Zentiva,Oral Use,"Zentiva, K.S."
431,,Abirateronacetaat Amarox,Oral Use,Amarox Pharma B.V.
432,,Abirateronacetaat Eg (Eurogenerics) Nv,Oral Use,Eurogenerics N.V./S.A.
433,,Abirateronacetat,Oral,Novumgen Limited
434,,Abirateronacetat Eg (Eurogenerics) Nv,Oral Use,Eurogenerics N.V./S.A.
435,,Abiraterone,Oral Use,G.L. Pharma Gmbh
436,,Abiraterone,Oral Use,Gedeon Richter Plc.
437,,Abiraterone,Oral Use,Rowex Ltd
438,,Abiraterone,Oral Use,Exeltis Poland Sp. Z O.O.
439,,Abiraterone,Oral Use,Aristo Pharma Gmbh (Art 57)
440,,Abiraterone Abdi,Oral Use,Abdi Farma Gmbh
441,,Abiraterone Abdi,Oral Use,Abdi Farma Gmbh
442,,Abiraterone Abdi,Oral Use,Abdi Farma Gmbh
443,,Abiraterone Abdi,Oral Use,Abdi Farma Gmbh
444,,Abiraterone Abdi Farma,Oral Use,Abdi Farma Gmbh
445,,Abiraterone Accord,Oral Use,Accord Healthcare S.L.U.
446,,Abiraterone Accord,Oral Use,Accord Healthcare S.L.U.
447,,Abiraterone Accord,Oral Use,Accord Healthcare S.L.U.
448,,Abiraterone Accord,Oral Use,Accord Healthcare S.L.U.
449,,Abiraterone Acetate Zydus,Oral Use,Zydus France
450,,Abiraterone Agmed,Oral Use,Agmed S.R.O.
451,,Abiraterone Agmed,Oral Use,Agmed S.R.O.
452,,Abiraterone Amarox,Oral Use,Amarox Limited
453,,Abiraterone Aristo,Oral Use,Aristo Pharma Gmbh (Art 57)
454,,Abiraterone Aristo,Oral Use,Aristo Pharma Gmbh (Art 57)
455,,Abiraterone Ariti,Oral Use,Ariti Sa
456,,Abiraterone Arrow,Oral Use,Eugia Pharma (Malta) Limited
457,,Abiraterone Ashcure,Oral Use,Ashcure Pharma B.V.
458,,Abiraterone Ashcure,Oral Use,Ashcure Pharma B.V.
459,,Abiraterone Ashcure,Oral Use,Ashcure Pharma B.V.
460,,Abiraterone Ashcure,Oral Use,Ashcure Pharma B.V.
461,,Abiraterone Avansor,Oral Use,Avansor Pharma Oy
462,,Abiraterone Biogaran,Oral Use,Biogaran
463,,Abiraterone Clonmel,Oral Use,Clonmel Healthcare Ltd.
464,,Abiraterone Clonmel,Oral Use,Clonmel Healthcare Ltd.
465,,Abiraterone Cristers,Oral Use,Cristers
466,,Abiraterone Day Zero 500 Mg,Oral,Day Zero Ehf
467,,Abiraterone Day Zero 500 Mg,Oral,Day Zero Ehf
468,,Abiraterone Eg,Oral Use,Eg Labo Laboratoires Eurogenerics
469,,Abiraterone Eg,Oral Use,Eg S.P.A.
470,,Abiraterone Eugia,Oral Use,Eugia Pharma (Malta) Limited
471,,Abiraterone Eugia,Oral Use,Eugia Pharma (Malta) Limited
472,,Abiraterone Eugia,Oral Use,Eugia Pharma (Malta) Limited
473,,Abiraterone Eugia,Oral Use,Eugia Pharma (Malta) Limited
474,,Abiraterone Evolugen,Oral Use,Evolupharm
475,,Abiraterone Faran,Oral Use,Faran S.A.
476,,Abiraterone Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
477,,Abiraterone Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
478,,Abiraterone G.L.,Oral Use,G.L. Pharma Gmbh
479,,Abiraterone G.L. Pharma,Oral Use,G.L. Pharma Gmbh
480,,Abiraterone G.L. Pharma,Oral Use,G.L. Pharma Gmbh
481,,Abiraterone G.L. Pharma,Oral Use,G.L. Pharma Gmbh
482,,Abiraterone G.L. Pharma,Oral Use,G.L. Pharma Gmbh
483,,Abiraterone G.L. Pharma,Oral Use,G.L. Pharma Gmbh
484,,Abiraterone Genus Pharmaceuticals,Oral Use,Genus Pharmaceuticals Limited
485,,Abiraterone Genus Pharmaceuticals Ltd.,Oral Use,Genus Pharmaceuticals Limited
486,,Abiraterone Glenmark,Oral Use,Glenmark Pharmaceuticals S.R.O.
487,,Abiraterone Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
488,,Abiraterone Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
489,,Abiraterone Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
490,,Abiraterone Glenmark,Oral Use,Glenmark Pharmaceuticals S.R.O.
491,,Abiraterone Glenmark,Oral Use,Glenmark Pharmaceuticals S.R.O.
492,,Abiraterone Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
493,,Abiraterone Glenmark Pharmaceuticals Europe,Oral Use,Glenmark Pharmaceuticals Europe Limited
494,,Abiraterone Heaton,Oral Use,Heaton K.S.
495,,Abiraterone Heaton,Oral Use,Heaton K.S.
496,,Abiraterone Heaton,Oral Use,Heaton K.S.
497,,Abiraterone Krka,Oral Use,"Krka, D.D., Novo Mesto"
498,,Abiraterone Krka,Oral Use,"Krka, D.D., Novo Mesto"
499,,Abiraterone Krka,Oral Use,"Krka, D.D., Novo Mesto"
500,,Abiraterone Medac,Oral Use,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel)
501,,Abiraterone Medac,Oral Use,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel)
502,,Abiraterone Medical Valley,Oral Use,Medical Valley Invest Ab
503,,Abiraterone Medical Valley,Oral Use,Medical Valley Invest Ab
504,,Abiraterone Msn,Oral Use,Msn Labs Europe Limited
505,,Abiraterone Msn,Oral Use,Msn Labs Europe Limited
506,,Abiraterone Msn Labs Europe Limited,Oral Use,Msn Labs Europe Limited
507,,Abiraterone Mylan,Oral Use,Mylan Pharmaceuticals Limited
508,,Abiraterone Mylan,Oral Use,Mylan Pharmaceuticals Limited
509,,Abiraterone Mylan,Oral Use,Mylan Pharmaceuticals Limited
510,,Abiraterone Mylan,Oral Use,Mylan Pharmaceuticals Limited
511,,Abiraterone Norameda,Oral Use,Norameda Uab
512,,Abiraterone Norameda,Oral Use,Norameda Uab
513,,Abiraterone Norameda,Oral Use,Norameda Uab
514,,Abiraterone Olpha,Oral Use,Olpha As
515,,Abiraterone Olpha,Oral,Olpha As
516,,Abiraterone Olpha,Oral,Olpha As
517,,Abiraterone Olpha,Oral,Olpha As
518,,Abiraterone Olpha,Oral Use,Olpha As
519,,Abiraterone Olpha,Oral Use,Olpha As
520,,Abiraterone Olpha,Oral Use,Olpha As
521,,Abiraterone Olpha,Oral Use,Olpha As
522,,Abiraterone Olpha,Oral Use,Olpha As
523,,Abiraterone Olpha 250 Mg,Oral Use,Olpha As
524,,Abiraterone Pharmascience,Oral Use,Pharmascience International Ltd
525,,Abiraterone Pharmascience,Oral Use,Pharmascience International Ltd
526,,Abiraterone Pharmazac,Oral Use,Pharmazac Sa
527,,Abiraterone Pharmazac,Oral Use,Pharmazac Sa
528,,Abiraterone Pharmevid,Oral Use,Pharmevid S.R.O.
529,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
530,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
531,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
532,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
533,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
534,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
535,,Abiraterone Qilu,Oral Use,Qilu Pharma Spain S.L.
536,,Abiraterone Qilu Pharma Spain,Oral Use,Qilu Pharma Spain S.L.
537,,Abiraterone Rafarm,Oral Use,Rafarm Sa.
538,,Abiraterone Ratiopharm,Oral Use,Teva B.V
539,,Abiraterone Richter,Oral Use,Gedeon Richter Plc.
540,,Abiraterone Rowa,Oral Use,Rowa Pharmaceuticals Limited
541,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
542,,Abiraterone Sandoz,Oral Use,Sandoz S.R.O.
543,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
544,,Abiraterone Sandoz,Oral Use,Sandoz
545,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
546,,Abiraterone Sandoz,Oral Use,Sandoz Hungária Kft
547,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
548,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
549,,Abiraterone Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
550,,Abiraterone Sandoz,Oral Use,Sandoz Gmbh
551,,Abiraterone Sapiens,Oral Use,Sapiens Pharmaceuticals Ltd
552,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
553,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
554,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
555,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
556,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
557,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
558,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
559,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
560,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
561,,Abiraterone Stada,Oral Use,Stada Arzneimittel Ag
562,,Abiraterone Sun,Oral,Sun Pharmaceutical Industries Europe B.V.
563,,Abiraterone Sun,Oral Use,Sun Pharma France
564,,Abiraterone Sun Pharmaceutical Industries Europe,Oral Use,Sun Pharmaceutical Industries Europe B.V.
565,,Abiraterone Synthon,Oral Use,Synthon Bv
566,,Abiraterone Synthon,Oral Use,Synthon Bv
567,,Abiraterone Synthon,Oral Use,Synthon Bv
568,,Abiraterone Tecnigen,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
569,,Abiraterone Tecnigen,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
570,,Abiraterone Teva,Oral Use,Teva B.V
571,,Abiraterone Teva,Oral Use,Teva B.V
572,,Abiraterone Teva,Oral Use,Teva B.V
573,,Abiraterone Teva,Oral Use,Teva B.V
574,,Abiraterone Teva,Oral Use,Teva B.V
575,,Abiraterone Teva Uk,Oral Use,Teva Uk Limited
576,,Abiraterone Torrent Pharma (Uk),Oral Use,Torrent Pharma (Uk) Ltd.
577,,Abiraterone Vipharm,Oral Use,Vipharm S.A.
578,,Abiraterone Vipharm,Oral Use,Vipharm S.A.
579,,Abiraterone Vipharm,Oral Use,Vipharm S.A.
580,,Abiraterone Vipharm,Oral Use,Vipharm S.A.
581,,Abiraterone Vivanta,Oral Use,Vivanta Generics S.R.O
582,,Abiraterone Vivanta,Oral Use,Vivanta Generics S.R.O
583,,Abiraterone Vivanta,Oral Use,Vivanta Generics S.R.O
584,,Abiraterone Vivanta,Oral Use,Vivanta Generics S.R.O
585,,Abiraterone Vivanta,Oral Use,Vivanta Generics S.R.O
586,,Abiraterone Vocate,Oral Use,Vocate Φαρμακευτικη Αε
587,,Abiraterone Wockhardt Uk,Oral Use,Wockhardt Uk Ltd
588,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
589,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
590,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
591,,Abiraterone Zentiva,Oral Use,Zentiva France
592,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
593,,Abiraterone Zentiva,Oral Use,Zentiva Italia S.R.L.
594,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
595,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
596,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
597,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
598,,Abiraterone Zentiva,Oral Use,"Zentiva, K.S."
599,,Abiraterone Zentiva,Oral Use,Zentiva Pharma Uk Limited
600,,Abis,Oral Use,Agips Farmaceutici S.R.L.
601,,Abisax,Oral Use,Glenmark Pharmaceuticals S.R.O.
602,,Abisax,Oral Use,Glenmark Pharmaceuticals S.R.O.
603,,Abisax,Oral Use,Glenmark Arzneimittel Gmbh
604,,Abix,Oral Use,Vitabalans Oy
605,,Abmetfina Xr,Oral Use,"Tarchomińskie Zakłady Farmaceutyczne ""polfa"" Spółka Akcyjna"
606,,Abnoba,"Intravenous Use ,Subcutaneous Use",Abnoba Gmbh
607,,Abnobaviscum Abietis,Subcutaneous Use,Abnoba Gmbh
608,,Abnobaviscum Abietis,Subcutaneous Use,Abnoba Gmbh
609,,Abnobaviscum Amygdali,Subcutaneous Use,Abnoba Gmbh
610,,Abnobaviscum Betulae,Subcutaneous Use,Abnoba Gmbh
611,,Abnobaviscum Crataegi,Subcutaneous Use,Abnoba Gmbh
612,,Abnobaviscum Crataegi,Subcutaneous Use,Abnoba Gmbh
613,,Abnobaviscum Fraxini,Subcutaneous Use,Abnoba Gmbh
614,,Abnobaviscum Fraxini,"Intravenous Use ,Subcutaneous Use",Abnoba Gmbh
615,,Abnobaviscum Fraxini,"Intravenous Use ,Subcutaneous Use",Abnoba Gmbh
616,,Abnobaviscum Fraxini,"Intravenous Use ,Subcutaneous Use",Abnoba Gmbh
617,,Abnobaviscum Mali,Subcutaneous Use,Abnoba Gmbh
618,,Abnobaviscum Pini,Subcutaneous Use,Abnoba Gmbh
619,,Abnobaviscum Quercus,Subcutaneous Use,Abnoba Gmbh
620,,Abnobaviscum Quercus,Subcutaneous Use,Abnoba Gmbh
621,,Abnobaviscum Quercus,Subcutaneous Use,Abnoba Gmbh
622,,Abolibe Forte,Oral Use,"Sidefarma - Sociedade Industrial De Expansão Farmacêutica, S.A."
623,,A-Bomin,Oral Use,Homöopathisches Laboratorium Alexander Pflüger Gmbh & Co. Kg
624,,Abormib,Intravenous Use,G.L. Pharma Gmbh
625,,Abormib,"Intravenous Use ,Subcutaneous Use",G.L. Pharma Gmbh
626,,Aboxoma,Oral Use,Krka-Farma D.O.O.
627,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
628,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
629,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
630,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
631,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
632,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
633,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
634,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
635,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
636,,Aboxoma,Oral Use,"Krka, D.D., Novo Mesto"
637,,Abradel,Ocular Use,Tiedra Farmaceutica Sl
638,,Abrasone Rectal,Rectal Use,"Anotaciones Farmacéuticas, S.L."
639,,Abraxane,Intravenous Use,Bristol-Myers Squibb Pharma Eeig
640,,Abraxane,Intravenous Use,Bristol-Myers Squibb Pharma Eeig
641,,Abraxane,Intravenous Use,Bristol-Myers Squibb Pharma Eeig
642,,Abraxane,Intravenous Use,Bristol-Myers Squibb Pharma Eeig
643,,Abrea,Oral Use,"Krka, D.D., Novo Mesto"
644,,Abrea,Oral Use,"Krka, D.D., Novo Mesto"
645,,Abrea,Oral Use,"Krka, D.D., Novo Mesto"
646,,Abriff,Inhalation Use,Mundipharma Ab
647,,Abriff,Intravenous Use,Mundipharma Pharmaceuticals S.R.L
648,,Abrilar,Oral Use,Engelhard Arzneimittel Gmbh
649,,Abrilia,Oral Use,"Laboratorios Normon, S.A."
650,,Abrion,Oral Use,"Especialidades Farmacéuticas Centrum, S.A."
651,,Abrix,Oral Use,"Tarchomińskie Zakłady Farmaceutyczne ""polfa"" Spółka Akcyjna"
652,,Abrobion,Oral Use,Help Abee
653,,Abrysvo,Intramuscular Use,Pfizer Europe Ma Eeig
654,,Abrysvo,Intramuscular Use,Pfizer Europe Ma Eeig
655,,Abrysvo,Intramuscular Use,Pfizer Europe Ma Eeig
656,,Abrysvo,Intramuscular Use,Pfizer Europe Ma Eeig
657,,Abseamed,Intravenous Use,Medice Arzneimittel Pütter Gmbh & Co. Kg
658,,Abseamed,Intravenous Use,Medice Arzneimittel Pütter Gmbh & Co. Kg
659,,Abseamed,Intravenous Use,Medice Arzneimittel Pütter Gmbh & Co. Kg
660,,Absenor,Oral Use,Orion Corporation
661,,Absenor,Oral Use,Orion Corporation
662,,Absenor,Oral Use,Orion Corporation
663,,Absenor Depot,Oral Use,Orion Corporation
664,,Absinthium D1 / Resina Laricis D3 Aa,Oral Use,Weleda Ag
665,,Absken,Oral Use,Win Medica Sa
666,,Absken,Oral Use,Win Medica Sa
667,,Absken,Oral Use,Win Medica Sa
668,,Absorcol,Oral Use,Addenda Pharma S.R.L.
669,,Absorcol,Oral Use,"Organonsalud, S.L."
670,,Abstral,Sublingual Use,Grünenthal Gmbh
671,,Abstral,Sublingual Use,Grünenthal Gmbh
672,,Abstral,Sublingual Use,Laboratoires Grünenthal S.A.S.
673,,Abstral,Sublingual Use,Grünenthal Gmbh
674,,Abstral,Sublingual Use,Pb Pharma Gmbh
675,,Abstral,Sublingual Use,Grünenthal Gmbh
676,,Abstral,Sublingual Use,Grünenthal Pharma Ltd.
677,,Abstral,Sublingual Use,Grünenthal Italia S.R.L.
678,,Abstral,Sublingual Use,Grünenthal B.V.
679,,Abstral,Sublingual Use,Grünenthal Gmbh
680,,Abstral,Sublingual Use,Grünenthal S.A.
681,,Abstral,Sublingual Use,Grünenthal Pharma S.A.
682,,Abstral,Sublingual Use,Grünenthal Gmbh
683,,Abstral,Sublingual Use,Grünenthal Limited
684,,Abstral,Sublingual Use,Kyowa Kirin Holdings B.V.
685,,Abszess-Ilon,Cutaneous Use,Accelere Pharm V Rousinos And Co G.P
686,,Abt Strabo Blasen- Und Nierentee,Oral Use,Phyto Plant Produkte Gmbh
687,,Abt Strabo Hals-Rachentee,Oral Use,Phyto Plant Produkte Gmbh
688,,Abt Strabo Husten-Bronchialtee,Oral Use,Phyto Plant Produkte Gmbh
689,,Abt Strabo Magen-Darmtee,Oral,Phyto Plant Produkte Gmbh
690,,Abt Strabo Schlaf-Nerventee,Oral Use,Phyto Plant Produkte Gmbh
691,,Abtard,Oral Use,Macarthys Laboratories Ltd
692,,Abtard,Oral Use,Macarthys Laboratories Ltd
693,,Abufene,Oral Use,Bouchara Recordati
694,,Abufene,Oral Use,Bouchara Recordati
695,,Abutrax,Intravenous Use,Stada D.O.O.
696,,Abutrax,Intravenous Use,Eg S.P.A.
697,,Abutrax,Intravenous Use,Stada Arzneimittel Ag
698,,Abuxar,Oral Use,Belupo D.D.
699,,Abuxar,Oral Use,Belupo D.D.
700,,Abyca,Oral Use,Ardez Pharma
701,,Acadimox,Oral Use,Genetic Spa
702,,Acalka,Oral Use,"Ferrer Portugal, S.A."
703,,Acalka,Oral Use,"Ferrer Internacional, S.A."
704,,Acamba,Ocular Use,Fidia Farmaceutici S.P.A
705,,Acamprosat Mylan,Oral Use,Mylan Ireland Limited
706,,Acamprosate Biogaran,Oral Use,Biogaran
707,,Acamprosate Generics [uk] Ltd,Oral Use,Generics [uk] Limited
708,,Acamprosate Strandhaven Somex Pharma,Oral Use,Strandhaven Limited T/A Somex Pharma
709,,Acamprosate Viatris,Oral Use,Viatris Sante
710,,Acapril,Oral Use,Remedica Ltd
711,,Acara,Oral Use,Anwerina Deutschland Gmbh
712,,Acara Trio,Oral Use,Anwerina Deutschland Gmbh
713,,Acara Trio,Oral Use,Anwerina Deutschland Gmbh
714,,Acarbosa Farmalider,Oral Use,"Farmalider, S.A."
715,,Acarbosa Qualigen,Oral Use,"Neuraxpharm Spain, S.L.U."
716,,Acarbosa Tarbis,Oral Use,"Tarbis Farma, S.L."
717,,Acarbosa Tecnigen,Oral Use,"Tecnimede España Ind. Fca., S.A."
718,,Acarbosa Viatris,Oral Use,Viatris Limited
719,,Acarbose Abz,Oral Use,Abz-Pharma Gmbh
720,,Acarbose Al,Oral Use,Aliud Pharma Gmbh
721,,Acarbose Arrow,Oral Use,Arrow Generiques
722,,Acarbose Arrow Lab,Oral Use,Genevida Gmbh
723,,Acarbose Aurovitas,Oral Use,Aurovitas Pharma Polska Sp. Z O.O
724,,Acarbose Berar Laboratórios Basi - Indústria Farmacêutica,Oral Use,"Laboratórios Basi – Indústria Farmacêutica, S.A."
725,,Acarbose Biogaran,Oral Use,Biogaran
726,,Acarbose Bluepharma,Oral Use,"Bluepharma Genéricos - Comércio De Medicamentos, S.A."
727,,Acarbose Crescent Pharma,Oral Use,Crescent Pharma Limited
728,,Acarbose Dura,Oral Use,Mylan Germany Gmbh
729,,Acarbose Eg,Oral Use,Eg Labo Laboratoires Eurogenerics
730,,Acarbose Establix,Oral Use,Pentafarma - Sociedade Tecnico-Medicinal S.A.
731,,Acarbose Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
732,,Acarbose Friulchem,Oral Use,Friulchem Spa
733,,Acarbose Generics [uk] Ltd,Oral Use,Generics [uk] Limited
734,,Acarbose Generis,Oral Use,"Generis Farmacêutica, S.A."
735,,Acarbose Genevida,Oral Use,Genevida Gmbh
736,,Acarbose Glenmark Pharmaceuticals Europe,Oral Use,Glenmark Pharmaceuticals Europe Limited
737,,Acarbose Morningside Healthcare,Oral Use,Morningside Healthcare Ltd
738,,Acarbose Mylan,Oral Use,Viatris Limited
739,,Acarbose Sandoz,Oral Use,Sandoz
740,,Acarbose Stada,Oral Use,Stadapharm Gmbh
741,,Acarbose Viatris,Oral Use,Viatris Limited
742,,Acarbose Viatris,Oral Use,Viatris Sante
743,,Acarbose Zentiva,Oral Use,Zentiva France
744,,Acarbosio Aurobindo,Oral Use,Aurobindo Pharma (Italia) S.R.L.
745,,Acarbosio Doc Generici,Oral Use,Doc Generici S.R.L.
746,,Acarbosio Tecnigen,Oral Use,"Tecnimede - Sociedade Técnico-Medicinal, Sa"
747,,Acard,Oral Use,Zaklady Farmaceutyczne Polpharma S.A.
748,,Acard,Oral Use,Zaklady Farmaceutyczne Polpharma S.A.
749,,Acard Cor,Oral Use,Zaklady Farmaceutyczne Polpharma S.A.
750,,Acard Pro,Oral Use,Zaklady Farmaceutyczne Polpharma S.A.
751,,Acarden,Oral Use,So.Se.Pharm S.R.L.
752,,Acarilbial,Cutaneous Use,"Bial - Portela & Cª , Sa"
753,,Acarilbial,Cutaneous Use,"Bial - Consumer Health, S.A."
754,,Acarizax,Sublingual Use,Alk-Abello A/S
755,,Acarizax,Sublingual Use,Alk-Abello A/S
756,,Acarizax,Sublingual Use,Alk-Abello A/S
757,,Acarizax,Sublingual Use,Alk-Abello A/S
758,,Acarizax,Sublingual Use,Alk-Abello A/S
759,,Acarizax,Sublingual Use,Alk-Abello A/S
760,,Acarizax,Sublingual Use,Alk-Abello A/S
761,,Acarizax,Sublingual Use,Alk-Abello A/S
762,,Acarizax,Sublingual Use,Alk-Abello A/S
763,,Acarizax,Sublingual Use,Alk-Abello A/S
764,,Acarizax,Sublingual Use,Alk-Abello A/S
765,,Acarizax,Sublingual Use,Alk-Abello A/S
766,,Acarizax,Sublingual Use,Alk-Abello A/S
767,,Acarizax,Sublingual Use,Alk-Abello A/S
768,,Acarizax,Sublingual Use,Alk-Abello A/S
769,,Acarizax,Sublingual Use,Alk-Abello A/S
770,,Acarizax,Sublingual Use,Alk-Abello A/S
771,,Acarizax,Sublingual Use,Alk-Abello A/S
772,,Acarizax,Sublingual Use,Alk-Abello A/S
773,,Acarizax,Sublingual Use,Alk-Abello A/S
774,,Acarphage,Oral Use,Bruno Farmaceutici
775,,Acatar Acti Form,Oral Use,Us Pharmacia Sp. Z O.O.
776,,Acatar Acti-Tabs,Oral Use,Us Pharmacia Sp. Z O.O.
777,,Acatar Allergy,Nasal Use,Us Pharmacia Sp. Z O.O.
778,,Acatar Care,Nasal Use,Us Pharmacia Sp. Z O.O.
779,,Acatar Care Kids,Nasal Use,Us Pharmacia Sp. Z O.O.
780,,Acatar Control,Nasal Use,Us Pharmacia Sp. Z O.O.
781,,Acatar Mono,Oral Use,Laboratoires Smb S.A.
782,,Acatar Mono,Oral Use,Laboratoires Smb S.A.
783,,Acatar Zatoki,Oral Use,Us Pharmacia Sp. Z O.O.
784,,Acatar Zatoki Tabs,Oral Use,Us Pharmacia Sp. Z O.O.
785,,Acc,"Inhalation Use ,Intravenous Use",Hexal Ag
786,,Acc,"Intramuscular Use ,Intravenous Use",Hexal Ag
787,,Acc,"Intramuscular Use ,Intravenous Use",Sandoz Pharmaceuticals D.D.
788,,Acc,Intravenous Use,Sandoz Pharmaceuticals D.D.
789,,Acc,Intravenous Use,Sandoz Pharmaceuticals D.D.
790,,Acc,Oral Use,Hexal Ag
791,,Acc,Oral Use,Sandoz Pharmaceuticals D.D.
792,,Acc,Oral Use,Hexal Ag
793,,Acc,Oral Use,Sandoz Hungária Kft
794,,Acc,Oral Use,Sandoz Pharmaceuticals D.D.
795,,Acc,Oral Use,Sandoz Pharmaceuticals D.D.
796,,Acc,Oral Use,Sandoz Gmbh
797,,Acc,Oral Use,Hexal Ag
798,,Acc,Oral Use,Sandoz Pharmaceuticals S.R.L.
799,,Acc,Oral Use,Sandoz Pharmaceuticals D.D.
800,,Acc Akut Hustenlöser,Oral Use,Hexal Ag
801,,Acc Akut Z Hustenlöser,Oral Use,Hexal Ag
802,,Acc Classic,Oral Use,Sandoz Gmbh
803,,Acc Cu Aroma De Mure,Oral Use,Sandoz Pharmaceuticals S.R.L.
804,,Acc Direkt,Oral Use,Hexal Ag
